p_num,p_na,p_ty,p_rad,p_ad,p_lat,p_lon,p_ce_na,p_pho,p_ce_ad
44270-00149,공원:아산국가산단(부곡:1)(제1호어린이공원),어린이공원,nan,충청남도 당진시 송악읍 복운리 1631-1,36.94275369,126.7806741,충청남도 당진시청,041-350-4182,충청남도 당진시
44270-00150,공원:아산국가산단(부곡:6)(상록수공원),근린공원,nan,충청남도 당진시 송악읍 부곡리 566,36.9607283,126.7805193,충청남도 당진시청,041-350-4182,충청남도 당진시
44270-00151,공원:아산국가산단(부곡:8)(한진공원),근린공원,nan,충청남도 당진시 송악읍 복운리 1656,36.94328671,126.7846042,충청남도 당진시청,041-350-4182,충청남도 당진시
44270-00152,공원:합덕인더스파크일반산업단지:1(공원),소공원,nan,충청남도 당진시 합덕읍 석우리 산 165-1,36.472826,126.444476,충청남도 당진시청,041-350-4182,충청남도 당진시
44270-00153,공원:합덕인더스파크일반산업단지:2(공원),소공원,nan,충청남도 당진시 합덕읍 석우리 산 165-1,36.471417,126.445266,충청남도 당진시청,041-350-4182,충청남도 당진시
44270-00154,공원:합덕일반산업단지:1(공원),근린공원,nan,충청남도 당진시 합덕읍 석우리 1134,36.81662243,126.7416645,충청남도 당진시청,041-350-4182,충청남도 당진시
44270-00155,공원:합덕일반산업단지:2(공원),소공원,nan,충청남도 당진시 합덕읍 소소리 661,36.81837772,126.7466618,충청남도 당진시청,041-350-4182,충청남도 당진시
44270-00156,공원:합덕일반산업단지:3(공원),소공원,nan,충청남도 당진시 합덕읍 소소리 662,36.8172445,126.7462397,충청남도 당진시청,041-350-4182,충청남도 당진시
44270-00157,공원:합덕일반산업단지:4(공원),체육공원,nan,충청남도 당진시 합덕읍 소소리 680,36.81671867,126.749597,충청남도 당진시청,041-350-4182,충청남도 당진시
44270-00158,공원:합덕일반산업단지:5(공원),체육공원,nan,충청남도 당진시 합덕읍 소소리 681,36.81557298,126.7498128,충청남도 당진시청,041-350-4182,충청남도 당진시
44270-00159,공원:현대제철산업단지:1(송산제1공원),근린공원,nan,충청남도 당진시 송산면 가곡리 536,36.99749051,126.6844395,충청남도 당진시청,041-350-4182,충청남도 당진시
41390-00017,삼미공원,어린이공원,경기도 시흥시 삼미시장2길 40,경기도 시흥시 신천동 736,37.440032,126.784084,경기도 시흥시청,031-310-2688,경기도 시흥시
41390-00018,신라공원,문화공원,nan,경기도 시흥시 신천동 742,37.440746,126.7817066,경기도 시흥시청,031-310-2688,경기도 시흥시
41390-00019,벌터공원,어린이공원,경기도 시흥시 신천1길 21,경기도 시흥시 신천동 753,37.439437,126.779951,경기도 시흥시청,031-310-2688,경기도 시흥시
41390-00020,소래공원,어린이공원,nan,경기도 시흥시 신천동 702,37.44426059,126.7822302,경기도 시흥시청,031-310-2688,경기도 시흥시
41390-00021,현진공원,어린이공원,nan,경기도 시흥시 신천동 775,37.438448,126.7876226,경기도 시흥시청,031-310-2688,경기도 시흥시
41390-00022,대골공원,어린이공원,nan,경기도 시흥시 대야동 444-13,37.44854955,126.7906203,경기도 시흥시청,031-310-2688,경기도 시흥시
41390-00023,안골공원,어린이공원,nan,경기도 시흥시 거모동 1715-1,37.34921229,126.7858034,경기도 시흥시청,031-310-3871,경기도 시흥시
41390-00024,내곡공원,어린이공원,경기도 시흥시 군자로477번안길 10-4,경기도 시흥시 거모동 1722-5,37.348184,126.783237,경기도 시흥시청,031-310-3871,경기도 시흥시
41390-00025,한우물공원,어린이공원,nan,경기도 시흥시 거모동 1735-3,37.34500351,126.783233,경기도 시흥시청,031-310-3871,경기도 시흥시
11545-00024,남문,어린이공원,nan,서울특별시 금천구 독산동 160-6,37.472321,126.900396,서울특별시 금천구청,02-2627-1654,서울특별시 금천구
11545-00025,구룡,어린이공원,nan,서울특별시 금천구 독산동 964,37.477891,126.9027669,서울특별시 금천구청,02-2627-1654,서울특별시 금천구
11545-00026,반수,어린이공원,서울특별시 금천구 독산로93길 18,서울특별시 금천구 독산동 980-44,37.4740151,126.902233,서울특별시 금천구청,02-2627-1654,서울특별시 금천구
11545-00027,한사랑,어린이공원,nan,서울특별시 금천구 독산동 925-2,37.467716,126.904573,서울특별시 금천구청,02-2627-1654,서울특별시 금천구
11545-00028,쌈지,어린이공원,nan,서울특별시 금천구 독산동 189-1,37.47090493,126.9039831,서울특별시 금천구청,02-2627-1654,서울특별시 금천구
11545-00029,소망,어린이공원,서울특별시 금천구 독산로75길 12-7,서울특별시 금천구 독산동 196-8,37.46936829,126.9016706,서울특별시 금천구청,02-2627-1654,서울특별시 금천구
11545-00030,남서울,어린이공원,nan,서울특별시 금천구 시흥동 986-2,37.448336,126.902123,서울특별시 금천구청,02-2627-1654,서울특별시 금천구
11545-00031,새재미,어린이공원,서울특별시 금천구 독산로39길 16,서울특별시 금천구 시흥동 855,37.45884579,126.904239,서울특별시 금천구청,02-2627-1654,서울특별시 금천구
11545-00032,해태,어린이공원,nan,서울특별시 금천구 시흥동 871-24,37.457773,126.901866,서울특별시 금천구청,02-2627-1654,서울특별시 금천구
11545-00033,부장천,어린이공원,서울특별시 금천구 금하로 668,서울특별시 금천구 시흥동 893,37.45266794,126.9044062,서울특별시 금천구청,02-2627-1654,서울특별시 금천구
11545-00034,풍림,어린이공원,nan,서울특별시 금천구 시흥동 1026-3,37.44783408,126.9017968663,서울특별시 금천구청,02-2627-1654,서울특별시 금천구
11545-00035,중앙,어린이공원,nan,서울특별시 금천구 시흥동 1027-2,37.4464112594,126.901602739,서울특별시 금천구청,02-2627-1654,서울특별시 금천구
11545-00036,꾸러기,어린이공원,nan,서울특별시 금천구 시흥동 943-16,37.44316993,126.905877,서울특별시 금천구청,02-2627-1654,서울특별시 금천구
11545-00037,비둘기,어린이공원,nan,서울특별시 금천구 시흥동 947-4,37.441597,126.906264,서울특별시 금천구청,02-2627-1654,서울특별시 금천구
11545-00038,까치,어린이공원,nan,서울특별시 금천구 시흥동 959-2,37.439645,126.904994,서울특별시 금천구청,02-2627-1654,서울특별시 금천구
11545-00039,진달래,어린이공원,nan,서울특별시 금천구 시흥동 970-3,37.434878,126.904883,서울특별시 금천구청,02-2627-1654,서울특별시 금천구
11545-00040,단군,어린이공원,nan,서울특별시 금천구 시흥동 169-21,37.45569721,126.9086585,서울특별시 금천구청,02-2627-1654,서울특별시 금천구
47170-00195,소공원6(안),소공원,nan,경상북도 안동시 풍천면 갈전리 1603,36.57174412,128.498907,경상북도 안동시청,054-840-5407,경상북도 안동시
47170-00226,수변공원4(안),수변공원,nan,경상북도 안동시 풍천면 도양리 1416,36.563212,128.4727656,경상북도 안동시청,054-840-5407,경상북도 안동시
47170-00240,안동포 문화공원,문화공원,nan,경상북도 안동시 임하면 금소리 1028-1,36.505498,128.8475553,경상북도 안동시청,054-840-5407,경상북도 안동시
47170-00061,운흥소공원,소공원,경상북도 안동시 음식의길 30,경상북도 안동시 운흥동 145-3,36.564476,128.732191,경상북도 안동시청,054-840-5407,경상북도 안동시
47170-00252,옥야소공원,소공원,경상북도 안동시 중앙시장3길 9-8,경상북도 안동시 옥야동 296-3,36.564082,128.721441,경상북도 안동시청,054-840-5407,경상북도 안동시
47170-00275,개목나루문화공원,문화공원,경상북도 안동시 민속촌길 26,경상북도 안동시 성곡동 815-1,36.578899,128.764586,경상북도 안동시청,054-840-5407,경상북도 안동시
47170-00287,용상1소공원,소공원,nan,경상북도 안동시 용상동 산46-1,36.56075831,128.7560249,경상북도 안동시청,054-840-5407,경상북도 안동시
47170-00274,임란역사문화공원,역사공원,nan,경상북도 안동시 서후면 금계리 874,36.609537,128.666128,경상북도 안동시청,054-840-5407,경상북도 안동시
47170-00284,막2소공원,소공원,nan,경상북도 안동시 풍산읍 막곡리 산15,36.5808185,128.6595297,경상북도 안동시청,054-840-5407,경상북도 안동시
47170-00285,막1소공원,소공원,nan,경상북도 안동시 풍산읍 막곡리 산14-15,36.58167819,128.6592131,경상북도 안동시청,054-840-5407,경상북도 안동시
47170-00288,소공원9(안),소공원,nan,경상북도 안동시 풍천면 갈전리 590-1,36.56400945,128.5031821,경상북도 안동시청,054-840-5407,경상북도 안동시
47170-00289,소공원10(안),소공원,nan,경상북도 안동시 풍천면 도양리 산5-1,36.56332956,128.4985651,경상북도 안동시청,054-840-5407,경상북도 안동시
47170-00290,소공원11(안),소공원,nan,경상북도 안동시 풍천면 갈전리 604-1,36.5644267,128.5009701,경상북도 안동시청,054-840-5407,경상북도 안동시
47170-00291,어린이공원5(안),어린이공원,nan,경상북도 안동시 풍천면 갈전리 698,36.56655302,128.5060963,경상북도 안동시청,054-840-5407,경상북도 안동시
47170-00292,어린이공원7(안),어린이공원,nan,경상북도 안동시 풍천면 갈전리 617-2,36.5608873,128.5014851,경상북도 안동시청,054-840-5407,경상북도 안동시
47170-00293,어린이공원4(안),어린이공원,nan,경상북도 안동시 풍천면 도양리 554,36.56490405,128.4873461,경상북도 안동시청,054-840-5407,경상북도 안동시
47170-00294,어린이공원6(안),어린이공원,nan,경상북도 안동시 풍천면 갈전리 578-2,36.56307452,128.5045204,경상북도 안동시청,054-840-5407,경상북도 안동시
47170-00295,근린공원8(안),근린공원,nan,경상북도 안동시 풍천면 도양리 산20-5,36.56189121,128.4927683,경상북도 안동시청,054-840-5407,경상북도 안동시
47170-00296,근린공원6(안),근린공원,nan,경상북도 안동시 풍천면 갈전리 681-2,36.56508311,128.5062195,경상북도 안동시청,054-840-5407,경상북도 안동시
47170-00297,근린공원9(안),근린공원,nan,경상북도 안동시 풍천면 도양리 산16-1,36.56128971,128.4966394,경상북도 안동시청,054-840-5407,경상북도 안동시
47170-00298,근린공원7(안),근린공원,nan,경상북도 안동시 풍천면 도양리 산59-51,36.56153079,128.4810291,경상북도 안동시청,054-840-5407,경상북도 안동시
47170-00299,근린공원3(안),근린공원,nan,경상북도 안동시 풍천면 도양리 산43,36.5657147,128.479581,경상북도 안동시청,054-840-5407,경상북도 안동시
47170-00300,근린공원4(안),근린공원,nan,경상북도 안동시 풍천면 도양리 산28-1,36.56745672,128.4896482,경상북도 안동시청,054-840-5407,경상북도 안동시
47170-00301,근린공원5(안),근린공원,nan,경상북도 안동시 풍천면 도양리 산21-1,36.56668215,128.4961759,경상북도 안동시청,054-840-5407,경상북도 안동시
47170-00005,근린공원1(안),근린공원,경상북도 안동시 풍천면 도청대로 265,경상북도 안동시 풍천면 갈전리 1305,36.573018,128.494975,경상북도 안동시청,054-840-5407,경상북도 안동시
47170-00006,근린공원2(안),근린공원,nan,경상북도 안동시 풍천면 갈전리 1179,36.5796486,128.499817,경상북도 안동시청,054-840-5407,경상북도 안동시
47170-00007,소공원1(안),소공원,nan,경상북도 안동시 풍천면 갈전리 1229,36.578659,128.501537,경상북도 안동시청,054-840-5407,경상북도 안동시
47170-00009,어린이공원1(안),어린이공원,nan,경상북도 안동시 풍천면 갈전리 1492,36.57399862,128.4979218,경상북도 안동시청,054-840-5407,경상북도 안동시
47170-00010,어린이공원2(안),어린이공원,nan,경상북도 안동시 풍천면 갈전리 1420,36.57554033,128.500075,경상북도 안동시청,054-840-5407,경상북도 안동시
47170-00011,어린이공원3(안),어린이공원,nan,경상북도 안동시 풍천면 갈전리 1684,36.572608,128.493822,경상북도 안동시청,054-840-5407,경상북도 안동시
47170-00054,소공원3(안),소공원,nan,경상북도 안동시 풍천면 갈전리 1719,36.568736,128.505864,경상북도 안동시청,054-840-5407,경상북도 안동시
47170-00059,소공원2(안),소공원,nan,경상북도 안동시 풍천면 갈전리 1676,36.569885,128.507056,경상북도 안동시청,054-840-5407,경상북도 안동시
47170-00074,수변공원2(안),수변공원,nan,경상북도 안동시 풍천면 갈전리 1707,36.56994847,128.4982243,경상북도 안동시청,054-840-5407,경상북도 안동시
47170-00103,수변공원1(안),수변공원,nan,경상북도 안동시 풍천면 갈전리 1706,36.57133885,128.4952328,경상북도 안동시청,054-840-5407,경상북도 안동시
47170-00112,수변공원3(안),수변공원,nan,경상북도 안동시 풍천면 갈전리 1731,36.56853476,128.5020029,경상북도 안동시청,054-840-5407,경상북도 안동시
47170-00095,원이엄마테마파크,역사공원,nan,경상북도 안동시 정하동 236-1,36.55362768,128.736411,경상북도 안동시청,054-840-5407,경상북도 안동시
47170-00032,소공원7(안),소공원,nan,경상북도 안동시 풍천면 갈전리 1626,36.57059921,128.500468,경상북도 안동시청,054-840-5407,경상북도 안동시
47170-00100,소공원4(안),소공원,nan,경상북도 안동시 풍천면 갈전리 1531,36.573275,128.500351,경상북도 안동시청,054-840-5407,경상북도 안동시
47170-00134,소공원8(안),소공원,nan,경상북도 안동시 풍천면 가곡리 1201,36.574543,128.5116205,경상북도 안동시청,054-840-5407,경상북도 안동시
